ADT-HURSAT SID ,ALT SID IBTrACS,ATCF ID   ,Names and sources in IBTrACS
1990229N11261  ,               ,bep131990 ,JULIO[hurdat_epa] = bep131990[jtwc_ep] = bep131990[atcf]
1990232N13141  ,               ,bwp161990 ,bwp161990[jtwc_wp] = BECKY[tokyo] = BECKY[cma] = BECKY[hko]
1990232N22089  ,               ,none      ,UNNAMED[newdelhi]
1990234N14248  ,               ,bep141990 ,KENNA[hurdat_epa] = bep141990[jtwc_ep] = bep141990[atcf]
1990235N10152  ,               ,bwp151990 ,bwp151990[jtwc_wp] = ABE[tokyo] = ABE[cma] = ABE[hko]
1990236N13314  ,               ,bal081990 ,GUSTAV[hurdat_atl] = bal081990[atcf]
1990236N14264  ,               ,bep151990 ,LOWELL[hurdat_epa] = bep151990[jtwc_ep] = bep151990[atcf]
1990237N13325  ,               ,bal091990 ,HORTENSE[hurdat_atl] = bal091990[atcf]
1990245N16149  ,               ,bwp171990 ,bwp171990[jtwc_wp] = DOT[tokyo] = DOT[cma] = DOT(-)1[cma] = DOT[hko]
1990245N20123  ,               ,bwp181990 ,bwp181990[jtwc_wp] = CECIL[cma] = CECIL[hko]
1990246N23089  ,               ,none      ,UNNAMED[newdelhi]
1990247N07337  ,               ,bal101990 ,ISIDORE[hurdat_atl] = bal101990[atcf]
1990250N13157  ,               ,bwp191990 ,bwp191990[jtwc_wp] = ED[tokyo] = ED[cma] = ED[hko]
1990251N06171  ,               ,bwp201990 ,bwp201990[jtwc_wp] = FLO[tokyo] = FLO[cma] = FLO[hko]
1990251N12238  ,               ,bep161990 ,MARIE[hurdat_epa] = bep161990[jtwc_ep] = MARIE[cphc] = bep161990[atcf]
1990253N12248  ,               ,bep171990 ,NORBERT[hurdat_epa] = bep171990[jtwc_ep] = bep171990[atcf]
1990253N13258  ,               ,bep181990 ,UNNAMED[hurdat_epa] = bep181990[jtwc_ep] = bep181990[atcf]
1990254N24114  ,               ,none      ,DOT(-)2[cma]
1990261N12141  ,               ,bwp211990 ,bwp211990[jtwc_wp] = GENE[tokyo] = GENE[cma] = GENE[hko]
1990262N15315  ,               ,bal111990 ,UNNAMED[hurdat_atl] = bal111990[atcf]
1990262S07074  ,               ,bsh011991 ,bsh011991[jtwc_sh] = HSK0191[neumann]
1990264N14328  ,               ,bal121990 ,JOSEPHINE[hurdat_atl] = bal121990[atcf]
1990267N13252  ,               ,bep191990 ,ODILE[hurdat_epa] = bep191990[jtwc_ep] = bep191990[atcf]
1990270N13261  ,               ,bep211990 ,RACHEL[hurdat_epa] = bep211990[jtwc_ep] = bep211990[atcf]
1990271N13153  ,               ,bwp221990 ,bwp221990[jtwc_wp] = HATTIE[tokyo] = HATTIE[cma] = HATTIE[hko]
1990272N10223  ,               ,bep201990 ,POLO[hurdat_epa] = bep201990[jtwc_ep] = POLO[cphc] = bep201990[atcf]
1990272N11121  ,               ,bwp231990 ,bwp231990[jtwc_wp] = IRA[tokyo] = IRA[cma] = IRA[hko]
1990277N16301  ,               ,bal131990 ,KLAUS[hurdat_atl] = bal131990[atcf]
1990279N36316  ,               ,bal141990 ,LILI[hurdat_atl] = bal141990[atcf]
1990280N18091  ,               ,none      ,UNNAMED[newdelhi]
1990282N15250  ,               ,bep221990 ,SIMON[hurdat_epa] = bep221990[jtwc_ep] = bep221990[atcf]
1990283N15129  ,               ,bwp241990 ,bwp241990[jtwc_wp] = JEANA[cma] = JEANA[hko]
1990283N23281  ,               ,bal151990 ,MARCO[hurdat_atl] = bal151990[atcf]
1990287N13156  ,               ,bwp251990 ,bwp251990[jtwc_wp] = KYLE[tokyo] = KYLE[cma] = KYLE[hko]
1990288N15118  ,               ,bwp261990 ,bwp261990[jtwc_wp] = LOLA[tokyo] = LOLA[cma] = LOLA[hko]
1990288S08074  ,               ,bsh021991 ,bsh021991[jtwc_sh] = HSK0291[neumann]
1990289N10261  ,               ,bep231990 ,TRUDY[hurdat_epa] = bep231990[jtwc_ep] = bep231990[atcf]
1990289N22300  ,               ,bal161990 ,NANA[hurdat_atl] = bal161990[atcf]
1990295N11261  ,               ,bep241990 ,VANCE[hurdat_epa] = bep241990[jtwc_ep] = bep241990[atcf]
1990304N08092  ,               ,bio031990 ,bio031990[jtwc_io] = UNNAMED[newdelhi]
1990309N08167  ,               ,bwp291990 ,bwp291990[jtwc_wp] = PAGE[tokyo] = PAGE[cma] = PAGE[hko]
1990310N07152  ,               ,bwp271990 ,bwp271990[jtwc_wp] = MIKE[tokyo] = MIKE[cma] = MIKE[hko]
1990312N12121  ,               ,bwp281990 ,bwp281990[jtwc_wp] = NELL[tokyo] = NELL[cma] = NELL[hko]
1990318N14082  ,               ,none      ,UNNAMED[newdelhi]
1990319N07197  ,               ,bwp301990 ,bwp301990[jtwc_wp] = OWEN[tokyo] = OWEN[cma] = OWEN[hko]
1990320N15076  ,               ,none      ,UNNAMED[newdelhi]
1990327S07175  ,               ,bsh031991 ,bsh031991[jtwc_sh] = SINA[wellington] = SINA[neumann]
1990334S08078  ,               ,bsh041991 ,bsh041991[jtwc_sh] = A29091[reunion] = HSK0491[neumann]
1990343S10128  ,               ,bsh051991 ,bsh051991[jtwc_sh] = LAURENCE[bom] = LAURENCE[neumann]
1990347N05173  ,               ,bwp311990 ,bwp311990[jtwc_wp] = RUSS[tokyo] = RUSS[cma] = RUSS[hko]
1990348N04087  ,               ,bio041990 ,bio041990[jtwc_io] = UNNAMED[newdelhi]
1990350S11165  ,               ,bsh061991 ,bsh061991[jtwc_sh] = JOY[bom] = JOY[wellington] = JOY[neumann]
1991008S09078  ,               ,bsh071991 ,bsh071991[jtwc_sh] = ALISON[reunion] = ALISON[neumann]
1991013S04096  ,               ,bsh081991 ,bsh081991[jtwc_sh] = BELLA[reunion] = BELLA[neumann]
1991015N02087  ,               ,bio011991 ,bio011991[jtwc_io]
1991046S15122  ,               ,bsh091991 ,bsh091991[jtwc_sh] = CHRIS[bom] = CHRIS[neumann]
1991046S18150  ,               ,bsh111991 ,bsh111991[jtwc_sh] = DAPHNE[bom] = DAPHNE[neumann]
1991047S16041  ,               ,bsh101991 ,bsh101991[jtwc_sh] = CYNTHIA[reunion] = CYNTHIA[neumann]
1991053S21040  ,               ,bsh121991 ,bsh121991[jtwc_sh] = DEBRA[reunion] = DEBRA[neumann]
1991055S12142  ,               ,bsh131991 ,bsh131991[jtwc_sh] = KELVIN[bom] = KELVIN[wellington] = KELVIN[neumann]
1991057S10087  ,               ,bsh141991 ,bsh141991[jtwc_sh] = ELMA[bom] = ELMA[reunion] = ELMA[neumann]
1991062N04156  ,               ,bwp011991 ,bwp011991[jtwc_wp] = SHARON[tokyo] = SHARON[cma] = SHARON[hko]
1991062S09168  ,               ,bsh151991 ,bsh151991[jtwc_sh] = HSK1691[neumann]
1991074S11158  ,               ,bsh161991 ,bsh161991[jtwc_sh] = HSK1791[neumann]
1991077N03165  ,               ,bwp021991 ,bwp021991[jtwc_wp] = TIM[tokyo] = TIM[cma] = TIM[hko]
1991080S06092  ,               ,bsh171991 ,bsh171991[jtwc_sh] = FATIMA[reunion] = FATIMA[neumann]
1991083S11100  ,               ,bsh181991 ,bsh181991[jtwc_sh] = ERROL[bom] = ERROL[neumann]
1991089S18052  ,               ,none      ,G19091[reunion]
1991099S10132  ,               ,bsh191991 ,bsh191991[jtwc_sh] = MARIAN[bom] = MARIAN[neumann]
1991105S12103  ,               ,bsh201991 ,bsh201991[jtwc_sh] = FIFI[bom] = FIFI[neumann]
1991111N04145  ,               ,bwp031991 ,bwp031991[jtwc_wp] = VANESSA[tokyo] = VANESSA[cma] = VANESSA[hko]
1991113N10091  ,               ,bio021991 ,bio021991[jtwc_io] = UNNAMED[newdelhi]
1991124N05152  ,               ,bwp041991 ,bwp041991[jtwc_wp] = WALT[tokyo] = WALT[cma] = WALT[hko]
1991124S08154  ,               ,bsh211991 ,bsh211991[jtwc_sh] = LISA[bom] = LISA[wellington] = LISA[neumann]
1991136N11238  ,               ,bep011991 ,ANDRES[hurdat_epa] = bep011991[jtwc_ep] = bep011991[atcf]
1991150N14091  ,               ,bio031991 ,bio031991[jtwc_io] = UNNAMED[newdelhi]
1991156S07084  ,               ,bsh221991 ,bsh221991[jtwc_sh] = GRITELLE[reunion] = GRITELLE[neumann]
1991163N11128  ,               ,bwp051991 ,bwp051991[jtwc_wp] = YUNYA[tokyo] = YUNYA[cma] = YUNYA[hko]
1991165N11143  ,               ,none      ,UNNAMED[cma]
1991166N10257  ,               ,bep021991 ,BLANCA[hurdat_epa] = bep021991[jtwc_ep] = bep021991[atcf]
1991168N11265  ,               ,bep031991 ,CARLOS[hurdat_epa] = bep031991[jtwc_ep] = bep031991[atcf]
1991174N13259  ,               ,bep041991 ,DELORES[hurdat_epa] = bep041991[jtwc_ep] = bep041991[atcf]
1991180N13267  ,               ,bep051991 ,UNNAMED[hurdat_epa] = bep051991[jtwc_ep] = bep051991[atcf]
1991181N26282  ,               ,bal011991 ,ANA[hurdat_atl] = bal011991[atcf]
1991187N06139  ,               ,bwp061991 ,bwp061991[jtwc_wp] = ZEKE[tokyo] = ZEKE[cma] = ZEKE[hko]
1991187N23264  ,               ,bal021991 ,UNNAMED[hurdat_atl] = bal021991[atcf]
1991194N11147  ,               ,bwp071991 ,bwp071991[jtwc_wp] = AMY[tokyo] = AMY[cma] = AMY[hko]
1991196N06153  ,               ,bwp081991 ,bwp081991[jtwc_wp] = BRENDAN[tokyo] = BRENDAN[cma] = BRENDAN[hko]
1991197N09248  ,               ,bep061991 ,ENRIQUE[hurdat_epa] = bep061991[jtwc_ep] = ENRIQUE[cphc] = bep061991[atcf]
1991200N05157  ,               ,bwp091991 ,bwp091991[jtwc_wp] = CAITLIN[tokyo] = CAITLIN[cma] = CAITLIN[hko]
1991207N20105  ,               ,none      ,BRENDAN(-)1[cma]
1991208N20090  ,               ,none      ,UNNAMED[newdelhi]
1991210N11253  ,               ,bep071991 ,FEFA[hurdat_epa] = bep071991[jtwc_ep] = FEFA[cphc] = bep071991[atcf]
1991216N12262  ,               ,bep081991 ,GUILLERMO[hurdat_epa] = bep081991[jtwc_ep] = bep081991[atcf]
1991219N25165  ,               ,bwp101991 ,bwp101991[jtwc_wp] = DOUG[cma] = DOUG[hko]
1991220N10133  ,               ,bwp121991 ,bwp121991[jtwc_wp] = FRED[tokyo] = FRED[cma] = FRED[hko]
1991220N13258  ,               ,bep091991 ,HILDA[hurdat_epa] = bep091991[jtwc_ep] = bep091991[atcf]
1991220N20160  ,               ,bwp111991 ,bwp111991[jtwc_wp] = ELLIE[tokyo] = ELLIE[cma] = ELLIE[hko]
1991223N19162  ,               ,bwp131991 ,bwp131991[jtwc_wp]
1991226N18159  ,               ,bwp141991 ,bwp141991[jtwc_wp] = GLADYS[tokyo] = GLADYS[cma] = GLADYS[hko]
1991228N26286  ,               ,bal031991 ,BOB[hurdat_atl] = bal031991[atcf]
1991233N22147  ,               ,bwp151991 ,bwp151991[jtwc_wp] = UNNAMED[tokyo] = UNNAMED[cma] = TD0827[hko]
1991234N20089  ,               ,none      ,UNNAMED[newdelhi]
1991237N15337  ,               ,bal041991 ,UNNAMED[hurdat_atl] = bal041991[atcf]
1991239N20133  ,               ,bwp161991 ,bwp161991[jtwc_wp] = HARRY[tokyo] = HARRY[cma] = HARRY[hko]
1991241N11329  ,               ,bal051991 ,UNNAMED[hurdat_atl] = bal051991[atcf]
1991243N05172  ,               ,bwp171991 ,bwp171991[jtwc_wp] = IVY[tokyo] = IVY[cma] = IVY[hko]
1991244N19126  ,               ,bwp181991 ,bwp181991[jtwc_wp] = JOEL[tokyo] = JOEL[cma] = JOEL[hko]
1991248N27304  ,               ,bal061991 ,CLAUDETTE[hurdat_atl] = bal061991[atcf]
1991250N10334  ,               ,bal071991 ,DANNY[hurdat_atl] = bal071991[atcf]
1991251N12138  ,               ,bwp191991 ,bwp191991[jtwc_wp] = KINNA[tokyo] = KINNA[cma] = KINNA[hko]
1991252N24311  ,               ,bal081991 ,ERIKA[hurdat_atl] = bal081991[atcf]
1991253S09080  ,               ,bsh011992 ,bsh011992[jtwc_sh] = HSK0192[neumann]
1991256N13171  ,               ,bwp211991 ,bwp211991[jtwc_wp] = MIREILLE[tokyo] = MIREILLE[cma] = MIREILLE[hko]
1991256N14148  ,               ,bwp201991 ,bwp201991[jtwc_wp] = LUKE[tokyo] = LUKE[cma] = LUKE[hko]
1991256N17253  ,               ,bep101991 ,UNNAMED[hurdat_epa] = bep101991[jtwc_ep] = bep101991[atcf]
1991257N16130  ,               ,bwp221991 ,bwp221991[jtwc_wp] = NAT[tokyo] = NAT[cma] = NAT[hko]
1991259N14258  ,               ,bep111991 ,IGNACIO[hurdat_epa] = bep111991[jtwc_ep] = bep111991[atcf]
1991264N10260  ,               ,bep121991 ,JIMENA[hurdat_epa] = bep121991[jtwc_ep] = bep121991[atcf]
1991264N15084  ,               ,none      ,UNNAMED[newdelhi]
1991268N12264  ,               ,bep131991 ,KEVIN[hurdat_epa] = bep131991[jtwc_ep] = KEVIN[cphc] = bep131991[atcf]
1991274N08164  ,               ,bwp241991 ,bwp241991[jtwc_wp] = PAT[tokyo] = PAT[cma] = PAT[hko]
1991274N14149  ,               ,bwp231991 ,bwp231991[jtwc_wp] = ORCHID[tokyo] = ORCHID[cma] = ORCHID[hko]
1991277N13251  ,               ,bep141991 ,LINDA[hurdat_epa] = bep141991[jtwc_ep] = bep141991[atcf]
1991281N12265  ,               ,bep151991 ,MARTY[hurdat_epa] = bep151991[jtwc_ep] = bep151991[atcf]
1991285N15090  ,               ,none      ,UNNAMED[newdelhi]
1991285S08064  ,               ,bsh021992 ,bsh021992[jtwc_sh] = A29192[reunion] = HSK0292[neumann]
1991288N19274  ,               ,bal091991 ,FABIAN[hurdat_atl] = bal091991[atcf]
1991289N06156  ,               ,bwp251991 ,bwp251991[jtwc_wp] = RUTH[tokyo] = RUTH[cma] = RUTH[hko]
1991290S10077  ,               ,none      ,A39192[reunion]
1991298N13318  ,               ,bal101991 ,UNNAMED[hurdat_atl] = bal101991[atcf]
1991299N27295  ,               ,bal111991 ,GRACE[hurdat_atl] = bal111991[atcf]
1991300N06149  ,               ,bwp271991 ,bwp271991[jtwc_wp]
1991301N08173  ,               ,bwp261991 ,bwp261991[jtwc_wp] = SETH[tokyo] = SETH[cma] = SETH[hko]
1991301N10083  ,               ,none      ,UNNAMED[newdelhi]
1991302N44301  ,               ,bal121991 ,UNNAMED[hurdat_atl] = bal121991[atcf]
1991304N08140  ,               ,bwp271991 ,bwp271991[jtwc_wp] = THELMA[tokyo] = THELMA[cma] = THELMA[hko]
1991307N06177  ,               ,bwp281991 ,bwp281991[jtwc_wp] = VERNE[tokyo] = VERNE[cma] = VERNE[hko]
1991311N10256  ,               ,bep161991 ,NORA[hurdat_epa] = bep161991[jtwc_ep] = bep161991[atcf]
1991313N10095  ,               ,bio041991 ,bio041991[jtwc_io] = UNNAMED[newdelhi]
1991317N09141  ,               ,bwp291991 ,bwp291991[jtwc_wp] = WILDA[tokyo] = WILDA[cma] = WILDA[hko]
1991317S07164  ,               ,bsh031992 ,bsh031992[jtwc_sh] = TIA[wellington] = TIA[neumann]
1991320N06171  ,               ,bwp301991 ,bwp301991[jtwc_wp] = YURI[tokyo] = YURI[cma] = YURI[hko]
1991324S08074  ,               ,bsh041992 ,bsh041992[jtwc_sh] = A49192[reunion] = HSK0491[neumann]
1991329N04181  ,               ,bwp311991 ,bwp311991[jtwc_wp] = ZELDA[tokyo] = ZELDA[cma] = ZELDA[hko]
1991335S04095  ,               ,bsh051992 ,bsh051992[jtwc_sh] = GRAHAM[bom] = GRAHAM[neumann]
1991338S08181  ,               ,bsh061992 ,bsh061992[jtwc_sh] = VAL[wellington] = VAL[neumann]
1991339S10203  ,               ,bsh071992 ,bsh071992[jtwc_sh] = WASA[wellington] = WASA[neumann]
1991348S23218  ,               ,bsh081992 ,bsh081992[jtwc_sh] = ARTHUR[wellington] = ARTHUR[neumann]
1991352S08066  ,               ,bsh091992 ,bsh091992[jtwc_sh] = ALEXANDRA[reunion] = ALEXANDRA[neumann]
1991360S13058  ,               ,bsh101992 ,bsh101992[jtwc_sh] = BRYNA[reunion] = BRYNA[neumann]
1992003N03176  ,               ,bwp011992 ,bwp011992[jtwc_wp] = AXEL[tokyo] = AXEL[cma] = AXEL[hko]
1992005S07172  ,               ,bsh111992 ,bsh111992[jtwc_sh] = BETSY[bom] = BETSY[wellington] = BETSY[neumann]
1992006S13134  ,               ,bsh121992 ,bsh121992[jtwc_sh] = MARK[bom] = MARK[neumann]
1992017S12198  ,               ,bsh131992 ,bsh131992[jtwc_sh] = HSK1392[neumann]
1992027N05206  ,               ,bcp011992 ,EKEKA[hurdat_epa] = bcp011992[jtwc_cp] = EKEKA[tokyo] = EKEKA[cphc] = EKEKA[cma] = EKEKA[hko] = bcp011992[atcf]
1992036S11212  ,               ,bsh141992 ,bsh141992[jtwc_sh] = CLIFF[wellington] = CLIFF[neumann]
1992039S14063  ,               ,bsh151992 ,bsh151992[jtwc_sh] = CELESTA[reunion] = CELESTA[neumann]
1992044S09181  ,               ,bsh171992 ,bsh171992[jtwc_sh] = DAMAN[bom] = DAMAN[wellington] = DAMAN[neumann]
1992044S14128  ,               ,bsh161992 ,bsh161992[jtwc_sh] = HSK1692[neumann]
1992048S18067  ,               ,bsh191992 ,bsh191992[jtwc_sh] = DAVILIA[reunion] = DAVILIA[neumann]
1992050S19155  ,               ,bsh181992 ,bsh181992[jtwc_sh] = HSK1892[neumann]
1992054S14044  ,               ,none      ,ELIZABETHA[reunion] = ELIZABETA[neumann] = ELIZABETA[neumann]
1992055S11086  ,               ,bsh221992 ,bsh221992[jtwc_sh] = FARIDA[reunion] = FARIDA[neumann]
1992055S12119  ,               ,bsh231992 ,bsh231992[jtwc_sh] = IAN[bom] = IAN[neumann]
1992055S13169  ,               ,bsh211992 ,bsh211992[jtwc_sh] = ESAU[bom] = ESAU[wellington] = ESAU[neumann]
1992055S17053  ,               ,none      ,GERDA[reunion]
1992056S11102  ,               ,bsh201992 ,bsh201992[jtwc_sh] = HARRIET[bom] = HEATHER[reunion] = HARRIET/HEAT[neumann]
1992057S17052  ,               ,none      ,H19192[reunion]
1992058S15060  ,               ,bsh241992 ,bsh241992[jtwc_sh] = GERDA[reunion] = H19192[reunion] = GERDA[neumann]
1992060S18061  ,               ,none      ,GERDA[reunion]
1992061S19061  ,               ,none      ,H19192[reunion]
1992064S10184  ,               ,bsh251992 ,bsh251992[jtwc_sh] = FRAN[bom] = FRAN[wellington] = FRAN[neumann]
1992074S12185  ,               ,bsh261992 ,bsh261992[jtwc_sh] = GENE[wellington] = GENE[neumann]
1992084S10212  ,               ,bsh271992 ,bsh271992[jtwc_sh] = HETTIE[wellington] = HETTIE[neumann]
1992088N05188  ,               ,bcp021992 ,HALI[hurdat_epa] = bcp021992[jtwc_cp] = HALI[cphc] = bcp021992[atcf]
1992088S23215  ,               ,none      ,HETTIE[wellington]
1992096S05101  ,               ,bsh291992 ,bsh291992[jtwc_sh] = JANE[bom] = IRNA[reunion] = JANE/IRNA[neumann]
1992096S08132  ,               ,bsh281992 ,bsh281992[jtwc_sh] = NEVILLE[bom] = NEVILLE[neumann]
1992113N24301  ,               ,bal011992 ,UNNAMED[hurdat_atl] = bal011992[atcf]
1992118S11179  ,               ,bsh301992 ,bsh301992[jtwc_sh] = INNIS[wellington] = INNIS[neumann]
1992136N10090  ,               ,bio011992 ,bio011992[jtwc_io] = UNNAMED[newdelhi]
1992154N11258  ,               ,bep011992 ,AGATHA[hurdat_epa] = bep011992[jtwc_ep] = bep011992[atcf]
1992155N10070  ,               ,bio021992 ,bio021992[jtwc_io] = UNNAMED[newdelhi]
1992167N12088  ,               ,bio031992 ,bio031992[jtwc_io]
1992169N14246  ,               ,bep021992 ,UNNAMED[hurdat_epa] = bep021992[jtwc_ep] = bep021992[atcf]
1992172N07144  ,               ,bwp021992 ,bwp021992[jtwc_wp] = BOBBIE[tokyo] = BOBBIE[cma] = BOBBIE[hko]
1992174N13126  ,               ,bwp031992 ,bwp031992[jtwc_wp] = CHUCK[tokyo] = CHUCK[cma] = CHUCK[hko]
1992175N12269  ,               ,bep041992 ,CELIA[hurdat_epa] = bep041992[jtwc_ep] = bep041992[atcf]
1992175N16249  ,               ,bep031992 ,BLAS[hurdat_epa] = bep031992[jtwc_ep] = bep031992[atcf]
1992176N06145  ,               ,bwp041992 ,bwp041992[jtwc_wp] = DEANNA[cma] = DEANNA[hko]
1992178N25275  ,               ,bal021992 ,UNNAMED[hurdat_atl] = bal021992[atcf]
1992185N13265  ,               ,bep051992 ,DARBY[hurdat_epa] = bep051992[jtwc_ep] = bep051992[atcf]
1992188N07156  ,               ,bwp051992 ,bwp051992[jtwc_wp] = ELI[tokyo] = ELI[cma] = ELI[hko]
1992191N12252  ,               ,bep061992 ,ESTELLE[hurdat_epa] = bep061992[jtwc_ep] = bep061992[atcf]
1992194N07140  ,               ,bwp061992 ,bwp061992[jtwc_wp] = FAYE[tokyo] = FAYE[cma] = FAYE[hko]
1992195N14254  ,               ,bep071992 ,FRANK[hurdat_epa] = bep071992[jtwc_ep] = FRANK[cphc] = bep071992[atcf]
1992197N11266  ,               ,bep081992 ,GEORGETTE[hurdat_epa] = bep081992[jtwc_ep] = GEORGETTE[cphc] = bep081992[atcf]
1992198N13135  ,               ,bwp071992 ,bwp071992[jtwc_wp] = GARY[tokyo] = GARY[cma] = GARY[hko]
1992206N25161  ,               ,bwp081992 ,bwp081992[jtwc_wp] = HELEN[tokyo] = HELEN[cma] = HELEN[hko]
1992207N18090  ,               ,bio041992 ,bio041992[jtwc_io]
1992207N29298  ,               ,bal031992 ,UNNAMED[hurdat_atl] = bal031992[atcf]
1992208N13246  ,               ,bep091992 ,HOWARD[hurdat_epa] = bep091992[jtwc_ep] = bep091992[atcf]
1992210N14254  ,               ,bep101992 ,ISIS[hurdat_epa] = bep101992[jtwc_ep] = bep101992[atcf]
1992211N39164  ,               ,bwp081992 ,bwp081992[jtwc_wp]
1992212N05154  ,               ,bwp101992 ,bwp101992[jtwc_wp] = JANIS[tokyo] = JANIS[cma] = JANIS[hko]
1992212N20135  ,               ,bwp091992 ,bwp091992[jtwc_wp] = IRVING[tokyo] = IRVING[cma] = IRVING[hko]
1992213N12256  ,               ,bep111992 ,JAVIER[hurdat_epa] = bep111992[jtwc_ep] = JAVIER[cphc] = bep111992[atcf]
1992216N06182  ,               ,bwp111992 ,bwp111992[jtwc_wp] = KENT[tokyo] = KENT[cma] = KENT[hko]
1992223N15236  ,               ,bep121992 ,UNNAMED[hurdat_epa] = bep121992[jtwc_ep] = bep121992[atcf]
1992227N13130  ,               ,bwp121992 ,bwp121992[jtwc_wp] = LOIS[tokyo] = LOIS[cma] = LOIS[hko]
1992227N17112  ,               ,bwp131992 ,bwp131992[jtwc_wp] = MARK[tokyo] = MARK[cma] = MARK[hko]
1992229N24162  ,               ,bwp141992 ,bwp141992[jtwc_wp] = NINA[tokyo] = NINA[cma] = NINA[hko]
1992230N11325  ,               ,bal041992 ,ANDREW[hurdat_atl] = bal041992[atcf]
1992231N19249  ,               ,bep131992 ,KAY[hurdat_epa] = bep131992[jtwc_ep] = bep131992[atcf]
1992233N07173  ,               ,bwp151992 ,bwp151992[jtwc_wp]
1992233N16254  ,               ,bep141992 ,LESTER[hurdat_epa] = bep141992[jtwc_ep] = bep141992[atcf]
1992236N07159  ,               ,bwp151992 ,bwp151992[jtwc_wp] = OMAR[tokyo] = OMAR[cma] = OMAR[hko]
1992237N14144  ,               ,bwp161992 ,bwp161992[jtwc_wp] = POLLY[tokyo] = POLLY[cma] = POLLY(-)1[cma] = POLLY(2)[hko] = POLLY(3)[hko]
1992239N19135  ,               ,none      ,POLLY(1)[hko]
1992241N11253  ,               ,bep161992 ,NEWTON[hurdat_epa] = bep161992[jtwc_ep] = bep161992[atcf]
1992241N13237  ,               ,bep151992 ,MADELINE[hurdat_epa] = bep151992[jtwc_ep] = bep151992[atcf]
1992242N13166  ,               ,bwp171992 ,bwp171992[jtwc_wp] = RYAN[tokyo] = RYAN[cma] = RYAN[hko]
1992246N36121  ,               ,none      ,POLLY(-)1[cma]
1992247N10258  ,               ,bep171992 ,ORLENE[hurdat_epa] = bep171992[jtwc_ep] = ORLENE[cphc] = bep171992[atcf]
1992248N19166  ,               ,bwp181992 ,bwp181992[jtwc_wp] = SIBYL[tokyo] = SIBYL[cma] = SIBYL[hko]
1992249N12229  ,               ,bep181992 ,INIKI[hurdat_epa] = bep181992[jtwc_ep] = INIKI[cphc] = bep181992[atcf]
1992255N19247  ,               ,bep191992 ,PAINE[hurdat_epa] = bep191992[jtwc_ep] = bep191992[atcf]
1992258N17249  ,               ,bep201992 ,ROSLYN[hurdat_epa] = bep201992[jtwc_ep] = ROSLYN[cphc] = bep201992[atcf]
1992259N11159  ,               ,bwp191992 ,bwp191992[jtwc_wp] = TED[tokyo] = TED[cma] = TED[hko]
1992261N15116  ,               ,none      ,UNNAMED[cma]
1992262N10262  ,               ,bep221992 ,TINA[hurdat_epa] = bep221992[jtwc_ep] = TINA[cphc] = bep221992[atcf]
1992262N17252  ,               ,bep211992 ,SEYMOUR[hurdat_epa] = bep211992[jtwc_ep] = bep211992[atcf]
1992262N34301  ,               ,bal051992 ,BONNIE[hurdat_atl] = bal051992[atcf]
1992263N05175  ,               ,bwp201992 ,bwp201992[jtwc_wp] = VAL[tokyo] = VAL[cma] = VAL[hko]
1992265N18099  ,               ,bio051992 ,bio051992[jtwc_io]
1992266N30327  ,               ,bal061992 ,CHARLEY[hurdat_atl] = bal061992[atcf]
1992267N33285  ,               ,bal071992 ,DANIELLE[hurdat_atl] = bal071992[atcf]
1992268N11193  ,               ,bwp211992 ,bwp211992[jtwc_wp] = WARD[tokyo] = WARD[cma] = WARD[hko]
1992269S05087  ,               ,bsh011993 ,bsh011993[jtwc_sh] = AVIONA[reunion] = AVIONA[neumann]
1992270N11325  ,               ,bal081992 ,UNNAMED[hurdat_atl] = bal081992[atcf]
1992271N26291  ,               ,bal091992 ,EARL[hurdat_atl] = bal091992[atcf]
1992273N12077  ,               ,bio061992 ,bio061992[jtwc_io] = UNNAMED[newdelhi]
1992275N14260  ,               ,bep231992 ,VIRGIL[hurdat_epa] = bep231992[jtwc_ep] = bep231992[atcf]
1992277N16140  ,               ,bwp231992 ,bwp231992[jtwc_wp] = YVETTE[tokyo] = YVETTE[cma] = YVETTE[hko]
1992279N08175  ,               ,bwp221992 ,bwp221992[jtwc_wp] = ZACK[tokyo] = ZACK[cma] = ZACK[hko]
1992279N10097  ,               ,bio071992 ,bio071992[jtwc_io]
1992281N11263  ,               ,bep241992 ,WINIFRED[hurdat_epa] = bep241992[jtwc_ep] = bep241992[atcf]
1992286N12115  ,               ,bwp241992 ,bwp241992[jtwc_wp] = ANGELA[tokyo] = ANGELA[cma] = ANGELA[hko]
1992288N10089  ,               ,bio081992 ,bio081992[jtwc_io] = UNNAMED[newdelhi]
1992288N10253  ,               ,bep251992 ,XAVIER[hurdat_epa] = bep251992[jtwc_ep] = bep251992[atcf]
1992289N08135  ,               ,bwp261992 ,bwp261992[jtwc_wp] = COLLEEN[tokyo] = COLLEEN[cma] = COLLEEN[hko]
1992289N09171  ,               ,bwp251992 ,bwp251992[jtwc_wp] = BRIAN[tokyo] = BRIAN[cma] = BRIAN[hko]
1992290N11253  ,               ,bep261992 ,YOLANDA[hurdat_epa] = bep261992[jtwc_ep] = YOLANDA[cphc] = bep261992[atcf]
1992292S09083  ,               ,bsh021993 ,bsh021993[jtwc_sh] = BABIE[reunion] = BABIE[neumann]
1992297N26299  ,               ,bal101992 ,FRANCES[hurdat_atl] = bal101992[atcf]
